code,favela_name,favela_address,upp,controlling_faction_2019,type,controlling_faction_2013,detail_controlling_faction_2013,controlling_faction_2009,controlling_faction_2008,controlling_faction_2007,controlling_faction_2006,controlling_faction_2005,social_progress_index
301,LINHA DE AUSTIN,ESTR DA PACIENCIA 1110 - PACIÊNCIA - COMPLEXO DA LINHA DE AUSTIN,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.513
302,MARGEM DO CANAL DO CACAO VERMELHO,RUA FRANCISCO BELISÁRIO 1099 - SANTA CRUZ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.512
303,MARGEM DO CANAL DE SAO FRANCISCO,AV JOÃO XXIII - SANTA CRUZ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.353
304,RUA ICONHA,RUA ICONHA - PACIENCIA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.558
305,TRES PONTES,AV CESÁRIO DE MELO - SANTA CRUZ - COMPLEXO TRES PONTES,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.504
306,VALA DO SANGUE,CAMINHO DA VALA DO SANGUE - SANTA CRUZ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.443
307,BAIRRO DA SAPUCAIA,ESTRADA DO DENDÊ - TAUÁ - COMPLEXO PRAIA DA ROSA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.534
308,BAIRRO NOSSA SENHORA DAS GRACAS,ESTR VISC. DELAMARE - PITANGUEIRAS - COMPL. BAIRRO Nª SRª DAS GRAÇAS,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.554
309,BELA VISTA DA PICHUNA,RUA MAGNO MARTINS 360 - FREGUESIA - COMPL BELA VISTA DA PICHUNA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.541
310,COLONIA DE PESCADORES ALMIRANTE GOMES PEREIRA,ESTR RIO JEQUIÁ 34 - CACUIA ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.574
311,CONJUNTO RESIDENCIAL DOS SERVIDORES MUNICIPAIS,AV PARANAPUAN 905 - TAUÁ - COMPL CONJ RES SERV MUNICIPAIS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.584
312,GUARABU,RUA LUIZ GOMES - JARDIM CARIOCA - MORRO DO DENDÊ,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.562
313,MORRO DAS ARARAS,ESTR DA PORTEIRA - FREGUESIA - COMPLEXO BELA VISTA DA PICHUNA ,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.557
314,MORRO DO DENDE,ESTR DO DENDE 211 - TAUÁ - COMPLEXO DO DENDE,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.542
315,MORRO DO QUEROSENE,AV PARANAPUAN - TAUÁ - COMPL CONJ RES SERV MUNICIPAIS,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.549
316,PARQUE PROLETARIO DOS BANCARIOS,AV ILHA DAS ENXADAS - BANCÁRIOS,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.559
317,PARQUE ROYAL,ESTR TUBIACANGA - PORTUGUESA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.553
318,TIROL,RUA TIROL - FREGUESIA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.556
319,PRAIA DA ROSA,AV PARANAPUAN - TAUÁ - COMPLEXO PRAIA DAS ROSAS,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.527
320,JARDIM DUAS PRAIAS,RUA DOUTOR MANUEL MARREIROS 75 - BANCÁRIOS - COMPLEXO CONJ. RES. DOS SERV. MUNICIPAIS,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.559
321,RUA GUARIUBA,RUA GUARIUBA C/ RUA BAVIERA - COCOTÁ - COMPLEXO DO DENDE,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.529
322,"RUA RODANO, LOTE 22, QUADRA 31","RUA TRANSILVANIA C/ RUA RODANO, LOTE 22, QUADRA 31- JARDIM CARIOCA - COMPLEXO DO DENDE",2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,
323,SERRA MORENA,RUA IPIRU - JARDIM GUANABARA ,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.575
324,TREMEMBE,ETR DA PORTEIRA - BANCÁRIOS,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.528
325,ALMIRANTE TAMANDARE,AVN BRASIL 21121 BARROS FILHO - COMPL GLEBA 1 ANTIGA FAZENDA BOTAFOGO,2,ADA,N,ADA,ARMED,CV,CV,CV,CV,CV,
326,AVENIDA,ESTRADA DO RIO DO PAU - ANCHIETA - COMPLEXO AVENIDA,2,CV,N,CV,ARMED,CV,CV,CV,CV,CV,0.524
327,BAIRRO DA PEDREIRA,RUA GLICÉRIO 207 - PAVUNA - COMPLEXO BAIRRO DA PEDREIRA,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.538
328,BEIRA RIO-R. ARNALDO MURINELI-(RA-ANCHIETA),RUA LEOPOLDINA BORGES - ANCHIETA - COMPLEXO BEIRA RIO,2,CV,N,CV,ARMED,CV,CV,CV,CV,CV,0.532
329,BEIRA RIO-RUA MATURA (RA-PAVUNA),AV AUTOMÓVEL CLUBE - ACARI,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,
330,FAZENDA BOTAFOGO / MARGEM DA LINHA,ESTR DE BOTAFOGO - COSTA BARROS - COMPLEXO MORRO DA PEDREIRA,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.539
331,FAZ QUEM QUER (RA-ANCHIETA),ESTR DO CAMBOATÁ 2534 - GUADALUPE - COMPLEXO CRIANÇA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.574
332,FE EM DEUS,RUA AROEIRAS 279 - PARQUE ANCHIETA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.546
333,FURAO,AV AUTOMÓVEL CLUBE 3910 - COELHO NETO,2,TCP,,TCP,UNARMED,TCP,TCP,TCP,TCP,TCP,0.537
334,"GLEBA I, DA ANTIGA FAZENDA BOTAFOGO",ESTR JOÃO PAULO 1988 - BARROS FILHO - COMPLEXO GLEBA 1 DA ANTIGA FAZ BOTAFOGO,2,ADA,N,ADA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.534
335,CAMINHO DO JOB,RUA CEL. MOREIRA CÉSAR - PAVUNA - COMPLEXO CHICO MENDES - CHAPADÃO,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.553
336,MARGEM DA LINHA,AV BRASIL 21696 - BARROS FILHO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.506
337,MORRO DO MATA QUATRO,AV BRASIL - GUADALUPE,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.537
338,OLIVEIRA BUENO,RUA OLIVEIRA BUENO - ANCHIETA - COMPLEXO AVENIDA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.489
339,PARQUE ACARI,AV AUTOMOVEL CLUBE - ACARI - COMPLEXO DE ACARI,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.529
340,PARQUE ANCHIETA,AV ANTONIO SEBASTIÃO DE SANTANA - ANCHIETA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.543
341,PARQUE BELA VISTA,RUA GUSTAVO VIANA FILHO - HONORIO GURGEL - COMPLEXO GLEBA 1 DA ANTIGA FAZENDA BOTAFOGO.,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.52
342,PARQUE COLUMBIA,ROD PRESIDENTE DUTRA - PAVUNA,2,TCP,,TCP,UNARMED,TCP,TCP,TCP,TCP,TCP,0.436
343,PARQUE SAO JOSE,AV BRASIL - BARROS FILHO - COMPLEXO GLEBA 1 DA ANTIGA FAZENDA BOTAFOGO,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.522
344,PARQUE UNIDOS,AV AUTOMÓVEL CLUBE - PAVUNA - COMPLEXO PARQUE UNIDOS,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.525
345,ARAGUATINS,,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.437
346,RUA ITATIBA,RUA ITATIBA - ANCHIETA - COMPLEXO AVENIDA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.428
347,RUA PARNAIBA,RUA PARNAIBA - COLEHO NETO,2,CV,,CV,ARMED,ADA,ADA,ADA,ADA,ADA,0.557
348,SOSSEGO-ALEGRIA,RUA COREONEL PHIDIAS TÁVORA - PAVUNA - COMPLEXO BAIRRO PROLETÁRIO DO DIQUE,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.511
349,VILA BEIRA RIO,ROD PRESIDENTE DUTRA - PAVUNA - COMPLEXO BAIRRO PROLETÁRIO DO DIQUE,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.379
351,VILA EUGENIA,RUA SOLDADO JOSE LOPES FILHO - MARECHAL HERMES - COMPLEXO VILA EUGENIA,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.49
352,VILA RICA DE IRAJA,AV BRASIL 18490 - ACARI - COMPLEXO DE ACARI,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.529
353,BARONESA,RUA PAULA MATOS - SANTA TERESA - COMPLEXO VILA PARAÍSO,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.634
354,FRANCISCO DE CASTRO,RUA ALMIRANTE ALEXANDRINO - SANTA TERESA,1,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.543
355,JULIO OTONI,RUA DOUTOR JULIO OTONI 288 - SANTA TERESA,1,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.571
356,MORRO DA COROA,RUA BARÃO DE GUARAREMA 169 - SANTA TERESA,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.56
357,MORRO DOS PRAZERES,RUA ALMIRANTE ALEXANDRINO - SANTA TERESA - COMPLEXO MORRO DOS PRAZERES,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.55
358,OCIDENTAL FALLET,RUA ALMIRANTE ALEXANDRINO - SANTA TERESA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.581
359,TRAVESSA VISTA ALEGRE,TRAVESSA VISTA ALEGRE - SANTA TERESA,1,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.546
360,UNIDOS DE SANTA TEREZA,RUA CATURAMA - RIO COMPRIDO - COMPLEXO UNIDOS DE SANTA TERESA,1,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.505
361,ANGU DURO,ETR DO ITANHANGA 621 - ITANAHANGÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.473
362,VISTA ALEGRE DO RECREIO,AV DAS AMÉRICAS - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.463
363,BEIRA DO CANAL,ETR VEREAD ALCEU CARVALHO - VARGEM GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.384
364,CACHORRO SENTADO,AV DAS AMÉRICAS KM 21 - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.358
365,CAMINHO DO BICHO,ESRTR DOS BANDEIRANTES - 11505 - VARGEM PEQUENA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,
366,CAMINHO DO MARINHO,ESTR DOS BANDEIRANTES - 10573 - CAMORIM,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.44
367,CANAL DAS TACHAS,RUA PROJETADA RW - RECREIO DOS BANDEIRANTES - COMPLEXO CANAL DAS TACHAS,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.548
368,CANAL DO CORTADO,AVN DAS AMERICAS RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.43
369,FLORESTA DA BARRA DA TIJUCA,RUA SERGIO DE CARVALHO 190 - ITANHANGÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.502
370,MUZEMA,ESTR JACAREPAGUÁ 405 - ITANHANGÁ - COMPLEXO MUZEMA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.525
371,RESTINGA,AV DAS AMÉRICAS KM 18 - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.608
372,RUA SAO TILLON,RUA SAO TILLON - BARRA DA TIJUCA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.509
373,SITIO DO PAI JOAO,ESTR DO ITANHANGÁ 270 - ITANHANGÁ - COMPLEXO TIJUQUINHA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.584
374,TIJUQUINHA,ESTR BARRA DA TIJUCA 3113 - ITANHANGÁ - COMPLEXO TIJUQUINHA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.545
375,VILA CANOAS,ESTR DA CANOA - SÃO CONRADO - COMPLEXO VILA DAS CANOAS,2,ADA,,ADA,UNARMED,ADA,ADA,ADA,ADA,ADA,0.594
376,VILA DOS CRENTES,ESTR DOS BANDEIRANTES 28835 - VARGEM GRANDE,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.361
377,VILA UNIAO (RA-BARRA DA TIJUCA),AV ARMANDO LOMARDI 306 - BARRA DA TIJUCA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,
378,ASSOCIACAO BELFAST SAO GERALDO,RUA MONTE SIAO - FREGUESIA -JACAREPAGUÁ,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.565
379,FALANGE,ESTR DO VIAEDAS - SENADOR CAMARÁ - COMPLEXO DA FALANGE,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.478
380,MORRO DO SOSSEGO (RA-BANGU),RUA JULIO ISNARD - SENADOR CAMARÁ - COMPLEXO DA FALANGE,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.527
381,NOVA KENNEDY,RUA OTAVIANO ROMEIRO 23 - BANGU,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.527
382,SAIBREIRA,RUA JOÃO DE LACERDA - SENADOR CAMARÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.542
383,TANCREDO NEVES (RA-BANGU),ESTR DO VIEGAS - SENADOR CAMARÁ - COMPLEXO DA FALANGE,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.546
384,VILA JUREMA (RA-REALENGO),RUA MANAUS - REALENGO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,ADA,ADA,ADA,0.292
385,VILA SANTA LUZIA,RUA MANAUS - REALENGO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,
386,VILA MANGUEIRAL,ESTR CACHAMORRA - CAMPO GRANDE - VILA MANGEURAL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.516
387,"ESTRADA DOS BANDEIRANTES, 29192",ESTR DOS BANDEIRANTES 29192 - VARGEM GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.358
388,ASSOCIACAO DOS MORADORES DO RIO BONITO,ETR DOS BANDEIRANTES 29503  - VARGEM GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.31
390,RIO MORTO,ESTR CAPITÃO PEDRO AFONSO - VERGEM GRANDE ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.5
391,PARQUE REAL,ESTR MARAVILHA - BANGU - COMPLEXO PARQUE REAL,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.544
392,TRAVESSA STA CATARINA-VILA DOS MINERIOS,ESTR DO ENGENHO 870 - BANGU - COMPLEXO FAZENDA COQUEIRO,2,TCP,,TCP,ARMED,ADA,ADA,ADA,ADA,ADA,0.4
393,VILA OLIMPIA,ESTR ENGENHO 920 - BANGU - COMPLEXO FAZENDA COQUEIRO,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,
394,FINAL FELIZ,RUA SEBASTIÃO DRUMOND - ANCHIETA - COMPLEXO PQ CRIANÇA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,
395,CAMINHO DO PADRE,RUA JOSÉ BOMTEMPO - ANCHIETA - COMPLEXO CRIANÇA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.506
396,AGRICOLA,ETR DAS FURNAS 2456 - ITANHANGÁ - COMPL AGGRÍCOLA,,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.397
397,FAZENDA,ESTR DAS FURNAS 3001 - ITANHANGÁ,,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.325
398,FURNAS,ESTR DE FURNAS 2988 - ITANHANGÁ - COMPLEXO AGRÍCOLA,,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.342
399,VILA MARIA,RUA JOÃO MASSENA MELO - HIGIENÓPOLIS,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.58
400,BATUTA DE CORDOVIL,AVENIDA MERITI - CORDOVIL,2,CV,N,CV,ARMED,CV,CV,CV,CV,CV,0.537
401,CHEGA MAIS,AV MERITI - CORDOVIL - COMPLEXO DOURADOS,2,CV,N,CV,ARMED,CV,CV,CV,CV,CV,0.494
402,VILA ITAOCARA,RUA ITAOCARA 45 - TOMAS COELHO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,
403,PARQUE NOVA JERUSALEM,RUA DARWIN BRANDÃO - PAVUNA - COMPLEXO BAIRRO DA PEDREIRA,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.495
404,FINAL FELIZ II,AV AUTOMÓVEL CLUBE 11737 - PAVUNA,2,ADA,N,ADA,UNARMED,ADA,ADA,ADA,ADA,ADA,0.518
405,"RUA EMBAU, 427","RUA EMBAU, 427- PAVUNA - COMPLEXO PARQUE UNIDOS",2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.529
406,PARQUE RAIO DO SOL,RUA FERNANDO LOBO 1153 - GUADALUPE - COMPLEXO PQ CRIANÇA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.511
407,FAZENDA VELHA,RUA ADALBERTO TANAJURA 397 - ANCHIETA - COMPLEXO VILA SÃO SEBASTIÃO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.558
408,RUA DOUTOR FERNANDO,ESTR DO ENCANAMENTO - CAMPO GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.45
409,"RUA OLIVEIRA BUENO, 832","RUA OLIVEIRA BUENO, 832 - ANCHIETA- COMPLEXO PQ CRIANÇA ESPERERANÇA",2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.553
410,BEIRA RIO-LOT. JARDIM BELA VISTA (RA -C. GRANDE),ESTRADA CARVALHO RAMOS - CAMPO GRANDE,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.542
411,RUA MADAGASCAR,RUA MADAGASCAR - 612 - PARQUE COLUMBIA - COMPLEXO DA RUA DAS ESCADINHAS,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.561
412,RUA DA ESCADINHA,RUA MADAGASCAR 500 -PARQUE COLUMBIA - COMPLEXO RUA DA ESCADINHA,2,ADA,N,ADA,UNARMED,ADA,ADA,ADA,ADA,ADA,0.531
413,RUA DO BARRO,RUA MADAGASCAR 500 -PARQUE COLUMBIA - COMPLEXO RUA DA ESCADINHA,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.453
414,MOQUICO,AV CIDADE DE DEUS - CDD - COMPLEXO SANTA EFIGENIA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.484
415,JARDIM MORICABA,ESTR MORIÇABA - SENADOR VASCONCELOS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.537
416,JOAQUIM MAGALHAES,AV JOAQUIM MAGALHÃES - CAMPO CRANDE - COMPLEXO MARCONDES DA LUZ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.541
417,VILA 133,RUA DEPUTADO UBALDO DE OLIVEIRA - REALENGO - VILA JOÃO LOPES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,
418,VILA LELIO BOAVENTURA,RUA LELIO BOAVENTURA - REALENGO - COMPLEXO VILA JOÃO LOPES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,
419,MORRO SAO SEBASTIAO,RUA LEONOR CHRISMAN MULLE ENTRADA 6 - REALENGO - COMPLEXO VILA JOÃO LOPES,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.512
420,TIQUIA,RUA TIQUIÁ - SENADOR CAMARÁ - COMPLEXO FALANGE,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.541
421,MURUNDU,RUA PROF HELIO VIANA 264  - BANGU - COMPLEXO PARQUE REAL,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.509
422,"RUA DA FEIRA, 1220",RUA DA FEIRA - BANGU,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.561
423,DO LARGUINHO,RUA EDUARDO BARBOSA - REALENGO - COMPLEXO DO NILO,2,MILICIA,,MILICIA,ARMED,ADA,ADA,ADA,ADA,ADA,
424,BECO DA USINA,RUA DA USINA - BANGU,2,MILICIA,,MILICIA,UNARMED,CV,CV,CV,CV,CV,0.567
425,COMANDANTE LUIS SOUTO,ESTR COMANDANTE LUIZ SOUTO - 463 - PÇA SECA - COMPLEXO LUIZ SOUTO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.527
426,CHACRINHA DO MATO ALTO,ESTR COMANDANTE LUIZ SOUTO - PÇA SECA - COMPLEXO LUIZ SOUTO,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.547
427,CHACARA FLORA,RUA FLORIANÓPOLIS 430 - PÇA SECA - COMPLEXO COMANDANTE LUIZ SOUTO,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.521
428,VILA SANTA CLARA,ESTR DO GUERENGUE - TAQUARA - COMPLEXO ANDRÉ ROCHA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.575
429,CURICICA (RA-JACAREPAGUA),ESTR DA CURICICA - JACAREPAGUÁ - COMPLEXO COLONIA JULIANO MOREIRA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,
430,VILA GETULIO VARGAS,RUA IPADU - JACAREPAGUA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,
431,VILA SANTA MONICA,ESTR RIO GRANDE- JACAREPAGUA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.461
432,NOVA ESPERANCA (RA-JACAREPAGUA),RUA GENERAL JOSÉ EULÁLIO 938 - ANIL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.512
433,VILA PITIMBU,ESTR DOS BANDEIRANTES 6353 - JACAREPAGUÁ - COMPLEXO VILA PITIMBU,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.586
434,COMUNIDADE SAO FRANCISCO DE ASSIS,ESTR DOS BANDEIRANTES 3900 - JACAREPAGUA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.535
435,FAZENDA MATO ALTO,RUA CANDIDO BENÍCIO 2935 - PÇA SECA - COMPLEXO FAZENDA MATO ALTO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.555
436,VILA SAO PEDRO,RUA URANOS - BONSUCESSO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.543
437,COMUNIDADE ESTACAO DA MANGUEIRA (AMCEMA),RUA OITO DE DEZEMBRO 25 - SÃO FRANCISCO XAVIER,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.488
438,ANDRE CAVALCANTI,RUA ALMTE ALEXANDRINO 54 - SANTA TERESA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,
439,LADEIRA SANTA ISABEL,RUA SANTA CRISTINA 88 - SANTA TERESA,1,CV,,CV,UNARMED,CV,CV,CV,CV,CV,
440,FAZENDA CATETE,RUA PEDRO AMÉRICO 715 - SANTA TERESA,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.554
441,RUA SAO JOAO,RUA SAO JOAO - JACAREZINHO - COMPLEXO DO JACAREZINHO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.555
442,TANCREDO NEVES (RA-JACAREZINHO),RUA BRAULIO CORDEIRO - JACAREZINHO - COMPLEXO DO JACAREZINHO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.527
443,VILA DA PAZ,ESTR DO ITANHANGA - ITANHANGÁ - COMPLEXO TIJUQUINHA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.582
444,MOURAO FILHO,ESTR DO ITARARÉ 880 - ALEMÃO - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,0.565
445,RUTH FERREIRA,RUA RUTH FERREIRA - RAMOS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.55
